assigned_unit_id,state,district,case_count,approved,pending,rejected,approval_rate_pct,pending_rate_pct,rejection_rate_pct,synthetic_center_lat,synthetic_center_lon,allocation_basis
FRA-TS-015,Telangana,Telangana FRA Monitoring Unit 15,46,27,7,12,58.7,15.2,26.1,17.539329,78.229902,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-016,Telangana,Telangana FRA Monitoring Unit 16,210,123,46,41,58.6,21.9,19.5,17.598351,78.013638,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-017,Telangana,Telangana FRA Monitoring Unit 17,69,49,10,10,71.0,14.5,14.5,18.054798,79.74291,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-018,Telangana,Telangana FRA Monitoring Unit 18,158,89,47,22,56.3,29.7,13.9,17.536818,78.114115,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-019,Telangana,Telangana FRA Monitoring Unit 19,96,60,19,17,62.5,19.8,17.7,18.232424,79.411234,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-020,Telangana,Telangana FRA Monitoring Unit 20,78,41,20,17,52.6,25.6,21.8,16.541806,78.007022,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-021,Telangana,Telangana FRA Monitoring Unit 21,188,118,32,38,62.8,17.0,20.2,16.823256,77.689885,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-022,Telangana,Telangana FRA Monitoring Unit 22,84,49,25,10,58.3,29.8,11.9,17.308457,77.993671,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-023,Telangana,Telangana FRA Monitoring Unit 23,225,120,69,36,53.3,30.7,16.0,16.725463,77.70033,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-024,Telangana,Telangana FRA Monitoring Unit 24,88,46,30,12,52.3,34.1,13.6,19.234731,77.984424,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-025,Telangana,Telangana FRA Monitoring Unit 25,87,52,18,17,59.8,20.7,19.5,18.570463,78.364721,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-026,Telangana,Telangana FRA Monitoring Unit 26,84,53,15,16,63.1,17.9,19.0,18.821192,80.300287,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-027,Telangana,Telangana FRA Monitoring Unit 27,142,86,31,25,60.6,21.8,17.6,17.254353,78.065031,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-028,Telangana,Telangana FRA Monitoring Unit 28,75,49,18,8,65.3,24.0,10.7,18.272138,79.695576,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-029,Telangana,Telangana FRA Monitoring Unit 29,79,49,17,13,62.0,21.5,16.5,17.85635,79.640122,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-030,Telangana,Telangana FRA Monitoring Unit 30,173,108,40,25,62.4,23.1,14.5,17.76436,78.056555,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TS-031,Telangana,Telangana FRA Monitoring Unit 31,103,51,28,24,49.5,27.2,23.3,18.115439,79.952629,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-001,Tripura,Tripura FRA Monitoring Unit 01,91,57,25,9,62.6,27.5,9.9,23.454303,91.288764,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-002,Tripura,Tripura FRA Monitoring Unit 02,141,79,38,24,56.0,27.0,17.0,23.357951,91.635488,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-003,Tripura,Tripura FRA Monitoring Unit 03,116,67,21,28,57.8,18.1,24.1,23.490416,91.961388,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-004,Tripura,Tripura FRA Monitoring Unit 04,162,91,38,33,56.2,23.5,20.4,24.325752,91.218054,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-005,Tripura,Tripura FRA Monitoring Unit 05,35,21,11,3,60.0,31.4,8.6,23.321436,91.576513,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-006,Tripura,Tripura FRA Monitoring Unit 06,95,58,22,15,61.1,23.2,15.8,23.353914,91.28318,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-007,Tripura,Tripura FRA Monitoring Unit 07,162,93,46,23,57.4,28.4,14.2,24.14291,91.437374,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-TR-008,Tripura,Tripura FRA Monitoring Unit 08,122,70,36,16,57.4,29.5,13.1,23.724645,91.757304,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UP-001,Uttar Pradesh,Uttar Pradesh FRA Monitoring Unit 01,51,35,6,10,68.6,11.8,19.6,28.681498,83.537985,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-001,Uttarakhand,Uttarakhand FRA Monitoring Unit 01,42,27,12,3,64.3,28.6,7.1,29.769726,79.661867,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-002,Uttarakhand,Uttarakhand FRA Monitoring Unit 02,57,34,14,9,59.6,24.6,15.8,30.432825,79.42632,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-003,Uttarakhand,Uttarakhand FRA Monitoring Unit 03,81,53,13,15,65.4,16.0,18.5,30.401514,78.265926,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-004,Uttarakhand,Uttarakhand FRA Monitoring Unit 04,68,31,21,16,45.6,30.9,23.5,30.52917,80.231131,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-005,Uttarakhand,Uttarakhand FRA Monitoring Unit 05,42,22,14,6,52.4,33.3,14.3,29.502563,80.050934,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-006,Uttarakhand,Uttarakhand FRA Monitoring Unit 06,66,41,17,8,62.1,25.8,12.1,30.182636,79.714081,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-007,Uttarakhand,Uttarakhand FRA Monitoring Unit 07,67,37,17,13,55.2,25.4,19.4,30.097531,80.335876,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-008,Uttarakhand,Uttarakhand FRA Monitoring Unit 08,42,24,12,6,57.1,28.6,14.3,30.804104,80.264138,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
FRA-UK-009,Uttarakhand,Uttarakhand FRA Monitoring Unit 09,74,45,20,9,60.8,27.0,12.2,30.235315,79.558264,Synthetic 443-unit demo allocation scaled from June 2025 local FRA-cell state shares
