claim_id,state,district,village,latitude,longitude,claim_geometry_id,claim_type,rights_subtype,submission_date,current_stage,last_updated_date,status,gram_sabha_date,sdlc_date,dlc_date,decision_date,pending_reason,gram_sabha_recommendation,sdlc_recommendation,remand_count,last_remand_reason,evidence_types,rejection_reason,appeal_status,appeal_date,claimed_area_ha,forest_record_area_ha,revenue_record_area_ha,forest_overlap_pct,protected_area_type,protected_area_overlap_pct,cfr_map_available,gram_sabha_resolution_date,assigned_unit_id,verification_visit_count,applicant_hash,estimated_eligible_households,forest_dependent_households,village_forest_area_ha,title_copy_delivered_date,linked_schemes
FRA-0036831,Rajasthan,Jalore,FRA-RJ-018-Village-11,24.679978,75.386427,GEO-0036831,Community,Community Forest Resource,2026-01-04,Title Issued,2026-08-21,Approved,2026-02-04,2026-05-21,2026-07-08,2026-07-08,,Recommended,Recommended,2,Gram Sabha reconsideration,Community testimony; Satellite imagery; Gram Sabha testimony; Forest record,,Not Applicable,,1002.2,1072.17,942.62,48.3,,,Yes,2026-02-07,FRA-RJ-018,3,7CC43DC9BB69,109,91,1071.9,2026-09-04,PMAY-G
FRA-0036832,Rajasthan,Jalore,FRA-RJ-018-Village-02,24.660083,75.482772,GEO-0036832,Community,Habitat Rights,2024-05-06,Title Issued,2025-01-14,Approved,2024-05-19,2024-07-18,2024-12-15,2025-01-06,,Recommended,Needs Review,0,,Forest record; Satellite imagery; Community testimony,,Not Applicable,,15.64,23.05,15.04,95.3,Wildlife Sanctuary,57.0,,,FRA-RJ-018,2,93EEC9973544,569,403,880.9,2025-04-10,
FRA-0036833,Rajasthan,Jalore,FRA-RJ-018-Village-09,24.776692,75.767634,GEO-0036833,Individual,IFR,2025-06-18,Title Issued,2026-05-01,Approved,2025-09-04,2026-01-12,2026-03-15,2026-04-11,,Recommended,Not Recommended,0,,Revenue record; Legacy residence/cultivation record,,Allowed,2025-11-14,1.03,1.09,1.01,84.6,,,,,FRA-RJ-018,3,FB3889352872,930,673,779.0,2026-06-14,PMAY-G
FRA-0036834,Rajasthan,Jalore,FRA-RJ-018-Village-17,24.913906,75.374739,GEO-0036834,Individual,IFR,2025-11-02,SDLC,2026-05-27,Pending,2025-11-19,2026-03-27,,,Field verification pending,Recommended,Needs Review,0,,Forest record; Gram Sabha testimony; Government map,,Not Applicable,,0.94,0.88,1.01,90.5,,,,,FRA-RJ-018,2,2B69CD71DE5C,216,75,374.2,,
FRA-0036835,Rajasthan,Jalore,FRA-RJ-018-Village-17,24.933546,75.352441,GEO-0036835,Individual,IFR,2025-04-06,Title Issued,2025-12-03,Approved,2025-06-27,2025-08-27,2025-10-04,2025-11-03,,Recommended,Recommended,0,,Forest record; Physical boundary markers,,Not Applicable,,2.33,2.3,2.2,97.5,,,,,FRA-RJ-018,2,F6215ABF8736,216,75,374.2,,
FRA-0036836,Rajasthan,Jalore,FRA-RJ-018-Village-12,24.713699,75.484665,GEO-0036836,Individual,IFR,2025-01-07,Title Issued,2025-10-25,Approved,2025-04-08,2025-04-25,2025-09-09,2025-09-28,,Recommended,Recommended,0,,Satellite imagery; Gram Sabha testimony; Revenue record; Community testimony,,Allowed,2025-03-23,1.78,1.73,1.62,93.9,,,,,FRA-RJ-018,2,DE7820898119,745,356,234.7,2025-10-21,
FRA-0036837,Rajasthan,Jalore,FRA-RJ-018-Village-06,24.927924,75.408212,GEO-0036837,Individual,IFR,2022-07-10,DLC,2026-07-22,Pending,2022-07-28,2022-11-20,,,Field verification pending,Recommended,Recommended,0,,Forest record; Community testimony; Government map,,Not Applicable,,2.13,2.04,2.02,20.8,,,,,FRA-RJ-018,1,F6D0F3987531,564,302,758.2,,
FRA-0036838,Rajasthan,Jalore,FRA-RJ-018-Village-10,24.771186,75.634246,GEO-0036838,Individual,IFR,2021-07-16,SDLC,2026-08-26,Pending,2021-09-15,2021-10-15,,,Additional evidence requested,Recommended,Recommended,2,Boundary re-verification,Physical boundary markers; Legacy residence/cultivation record; Revenue record,,Not Applicable,,0.73,0.65,0.69,97.1,,,,,FRA-RJ-018,4,182114E06E6C,674,484,289.7,,
FRA-0036839,Rajasthan,Jalore,FRA-RJ-018-Village-02,24.626189,75.47832,GEO-0036839,Community,Community Forest Resource,2025-08-18,DLC Decision,2026-04-08,Rejected,2025-08-28,2026-01-09,2026-02-18,2026-03-16,,Recommended,Recommended,0,,Legacy residence/cultivation record; Revenue record; Gram Sabha testimony; Forest record,Procedural deficiency,Disposed - Rejection Upheld,2026-04-18,179.38,164.84,191.53,89.6,,,Yes,2025-09-19,FRA-RJ-018,0,CFFD150841C7,569,403,880.9,,
FRA-0036840,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.42607,75.367061,GEO-0036840,Community,Community Forest Resource,2025-08-13,Title Issued,2026-02-27,Approved,2025-09-13,2025-10-25,2026-01-14,2026-02-08,,Recommended,Recommended,0,,Physical boundary markers; Revenue record,,Not Applicable,,451.53,459.32,436.8,91.7,National Park,82.3,Yes,2025-09-30,FRA-RJ-018,2,E64AE50934ED,773,206,375.3,2026-06-06,PDS convergence; PMAY-G
FRA-0036841,Rajasthan,Jalore,FRA-RJ-018-Village-14,24.406978,75.701357,GEO-0036841,Community,Minor Forest Produce,2025-12-24,Title Issued,2026-09-04,Approved,2026-02-09,2026-07-08,2026-09-01,2026-09-02,,Recommended,Recommended,0,,Physical boundary markers; Community testimony,,Not Applicable,,121.13,110.67,117.77,86.6,,,,,FRA-RJ-018,2,1DD9E6BB6632,399,321,388.4,2026-09-04,
FRA-0036842,Rajasthan,Jalore,FRA-RJ-018-Village-09,24.769492,75.759998,GEO-0036842,Individual,IFR,2021-09-05,Field Verification,2026-08-21,Pending,2021-10-26,2022-01-19,,,Field verification pending,Recommended,Not Recommended,0,,Legacy residence/cultivation record; Community testimony; Gram Sabha testimony,,Not Applicable,,2.85,3.07,3.08,95.6,,,,,FRA-RJ-018,0,31FFA8ABC72E,930,673,779.0,,
FRA-0036843,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.430615,75.345862,GEO-0036843,Individual,IFR,2023-05-17,Title Issued,2023-11-22,Approved,2023-05-28,2023-08-15,2023-10-25,2023-11-06,,Recommended,Recommended,1,Procedural correction,Gram Sabha testimony,,Not Applicable,,2.88,4.73,3.01,100.0,,,,,FRA-RJ-018,2,F37DB9E5D7B6,773,206,375.3,2024-02-05,
FRA-0036844,Rajasthan,Jalore,FRA-RJ-018-Village-09,24.758447,75.742666,GEO-0036844,Individual,IFR,2023-11-09,Title Issued,2024-07-07,Approved,2023-12-05,2024-02-28,2024-05-05,2024-06-03,,Needs Review,Needs Review,0,,Physical boundary markers; Satellite imagery; Forest record; Revenue record,,Allowed,2023-12-02,1.39,1.3,1.36,100.0,,,,,FRA-RJ-018,2,53EF45190AED,930,673,779.0,,NRLM; PMAY-G
FRA-0036845,Rajasthan,Jalore,FRA-RJ-018-Village-09,24.77071,75.766074,GEO-0036845,Individual,IFR,2024-12-20,DLC Decision,2025-10-27,Rejected,2025-02-23,2025-07-13,2025-10-02,2025-10-17,,Needs Review,Not Recommended,2,Land-record reconciliation,Government map; Community testimony; Satellite imagery; Gram Sabha testimony,Record inconsistency,Not Appealed,,2.05,1.84,1.99,81.6,Wildlife Sanctuary,24.1,,,FRA-RJ-018,2,B8D7EF6784D8,930,673,779.0,,
FRA-0036846,Rajasthan,Jalore,FRA-RJ-018-Village-02,24.652241,75.466988,GEO-0036846,Individual,IFR,2022-12-12,Title Issued,2023-11-23,Approved,2023-02-12,2023-04-21,2023-09-29,2023-10-14,,Recommended,Recommended,0,,Physical boundary markers; Legacy residence/cultivation record; Revenue record,,Not Applicable,,0.87,0.87,0.81,78.9,,,,,FRA-RJ-018,3,D7C6DC8B96E9,569,403,880.9,2023-11-12,NRLM
FRA-0036847,Rajasthan,Jalore,FRA-RJ-018-Village-15,24.677593,75.441925,GEO-0036847,Individual,IFR,2025-03-02,Title Issued,2025-12-16,Approved,2025-05-17,2025-08-24,2025-11-15,2025-11-23,,Recommended,Recommended,0,,Legacy residence/cultivation record; Forest record; Government map,,Not Applicable,,0.43,0.44,0.39,96.5,,,,,FRA-RJ-018,1,A92E664C91EF,397,342,183.2,2026-02-24,PDS convergence
FRA-0036848,Rajasthan,Jalore,FRA-RJ-018-Village-14,24.38069,75.704077,GEO-0036848,Individual,IFR,2026-05-24,DLC,2026-08-18,Pending,2026-06-24,2026-08-06,,,Additional evidence requested,Recommended,Recommended,0,,Community testimony; Satellite imagery; Physical boundary markers; Legacy residence/cultivation record,,Not Applicable,,1.52,1.54,1.56,92.4,,,,,FRA-RJ-018,1,7B973E4BB713,399,321,388.4,,
FRA-0036849,Rajasthan,Jalore,FRA-RJ-018-Village-03,24.800031,75.781266,GEO-0036849,Individual,IFR,2026-07-28,Field Verification,2026-08-29,Pending,2026-08-29,,,,Field verification pending,Recommended,Pending,2,Additional evidence requested,Satellite imagery; Government map; Forest record; Gram Sabha testimony; Community testimony,,Not Applicable,,1.96,1.8,0.97,73.4,,,,,FRA-RJ-018,1,1FFC96A0712A,312,201,1268.1,,
FRA-0036850,Rajasthan,Jalore,FRA-RJ-018-Village-01,24.727047,75.660608,GEO-0036850,Individual,IFR,2025-09-20,Title Issued,2026-03-10,Approved,2025-10-29,2025-12-28,2026-03-01,2026-03-02,,Needs Review,Recommended,0,,Legacy residence/cultivation record; Forest record; Revenue record,,Not Applicable,,0.9,0.89,1.52,94.7,,,,,FRA-RJ-018,1,968ED2657EB0,691,435,203.0,2026-06-19,
FRA-0036851,Rajasthan,Jalore,FRA-RJ-018-Village-17,24.91748,75.351193,GEO-0036851,Individual,IFR,2025-04-24,DLC Decision,2025-12-18,Rejected,2025-06-07,2025-08-17,2025-10-25,2025-11-20,,Not Recommended,Not Recommended,0,,Revenue record; Gram Sabha testimony,Procedural deficiency,Not Appealed,,1.65,1.58,1.61,76.5,,,,,FRA-RJ-018,1,A4AFFC55D9C6,216,75,374.2,,
FRA-0036852,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.441045,75.371487,GEO-0036852,Individual,IFR,2022-02-25,Title Issued,2022-09-10,Approved,2022-03-12,2022-04-16,2022-07-26,2022-08-17,,Recommended,Recommended,1,Land-record reconciliation,Satellite imagery; Revenue record; Physical boundary markers; Government map,,Not Applicable,,1.06,1.09,0.97,81.0,,,,,FRA-RJ-018,2,9A33E8974B5D,773,206,375.3,2022-09-18,MGNREGA
FRA-0036853,Rajasthan,Jalore,FRA-RJ-018-Village-12,24.709465,75.510535,GEO-0036853,Individual,IFR,2025-06-30,DLC,2026-08-12,Pending,2025-09-06,2026-01-06,,,Field verification pending,Recommended,Recommended,0,,Legacy residence/cultivation record; Revenue record; Physical boundary markers,,Not Applicable,,0.99,0.89,1.07,85.5,,,,,FRA-RJ-018,1,74D7DCCAC3C5,745,356,234.7,,
FRA-0036854,Rajasthan,Jalore,FRA-RJ-018-Village-03,24.778112,75.811547,GEO-0036854,Individual,IFR,2025-01-28,Title Issued,2025-10-13,Approved,2025-04-21,2025-07-19,2025-08-30,2025-09-18,,Recommended,Recommended,0,,Community testimony; Revenue record; Physical boundary markers; Legacy residence/cultivation record,,Not Applicable,,0.98,0.99,0.98,86.5,,,,,FRA-RJ-018,2,7A07BE0FFEE5,312,201,1268.1,2025-10-07,PMAY-G; Tribal Livelihood Support
FRA-0036855,Rajasthan,Jalore,FRA-RJ-018-Village-09,24.752573,75.733482,GEO-0036855,Individual,IFR,2025-12-29,Title Issued,2026-09-04,Approved,2026-01-18,2026-06-12,2026-08-21,2026-08-22,,Recommended,Recommended,0,,Forest record; Community testimony; Legacy residence/cultivation record,,Not Applicable,,0.7,0.7,0.34,81.1,,,,,FRA-RJ-018,3,5D59B2AA0615,930,673,779.0,2026-09-04,PDS convergence
FRA-0036856,Rajasthan,Jalore,FRA-RJ-018-Village-15,24.673826,75.456958,GEO-0036856,Individual,IFR,2023-03-30,SDLC,2026-07-24,Pending,2023-05-01,2023-07-09,,,Awaiting DLC decision,Recommended,Recommended,0,,Forest record; Community testimony,,Not Applicable,,0.7,1.21,0.66,100.0,Wildlife Sanctuary,70.6,,,FRA-RJ-018,1,7424BEA7B7A8,397,342,183.2,,
FRA-0036857,Rajasthan,Jalore,FRA-RJ-018-Village-12,24.690592,75.508471,GEO-0036857,Individual,IFR,2024-09-16,DLC Decision,2025-07-28,Rejected,2024-11-05,2025-01-02,2025-07-01,2025-07-15,,Recommended,Recommended,0,,Legacy residence/cultivation record; Gram Sabha testimony; Satellite imagery,Overlapping/duplicate claim,Not Appealed,,0.94,0.87,0.9,93.9,,,,,FRA-RJ-018,3,EF7D4ACF1059,745,356,234.7,,
FRA-0036858,Rajasthan,Jalore,FRA-RJ-018-Village-08,24.732058,75.302774,GEO-0036858,Individual,IFR,2025-05-10,DLC,2026-08-29,Pending,2025-07-30,2025-08-27,,,Awaiting DLC decision,Recommended,Needs Review,0,,Community testimony; Government map; Forest record,,Not Applicable,,2.08,1.92,2.11,94.6,,,,,FRA-RJ-018,1,C5D79588D9D5,222,74,220.7,,
FRA-0036859,Rajasthan,Jalore,FRA-RJ-018-Village-04,24.50999,75.304092,GEO-0036859,Community,Community Rights,2024-04-05,Title Issued,2024-12-12,Approved,2024-04-23,2024-06-24,2024-11-09,2024-11-23,,Recommended,Recommended,0,,Legacy residence/cultivation record; Government map; Physical boundary markers; Gram Sabha testimony,,Not Applicable,,346.49,377.04,352.82,75.3,,,,,FRA-RJ-018,2,DF29D37D8CF6,727,537,625.7,2025-02-22,MGNREGA; PMAY-G
FRA-0036860,Rajasthan,Jalore,FRA-RJ-018-Village-02,24.641379,75.472306,GEO-0036860,Individual,IFR,2026-05-28,DLC Decision,2026-09-04,Rejected,2026-07-08,2026-09-04,2026-09-03,2026-09-04,,Needs Review,Recommended,0,,Satellite imagery; Legacy residence/cultivation record; Forest record,Boundary discrepancy,Not Appealed,,1.91,1.78,2.08,82.3,,,,,FRA-RJ-018,2,93EEC9973544,569,403,880.9,,
FRA-0036861,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.419949,75.369095,GEO-0036861,Individual,IFR,2025-05-17,Title Issued,2026-03-07,Approved,2025-08-18,2025-11-19,2026-01-29,2026-02-04,,Recommended,Recommended,0,,Forest record; Physical boundary markers; Government map; Legacy residence/cultivation record,,Not Applicable,,1.66,1.6,1.55,84.8,,,,,FRA-RJ-018,1,57734D3479A6,773,206,375.3,2026-02-27,PDS convergence; PMAY-G
FRA-0036862,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.440655,75.371572,GEO-0036862,Individual,IFR,2022-06-06,DLC Decision,2023-07-11,Rejected,2022-08-23,2023-01-08,2023-06-03,2023-06-30,,Recommended,Needs Review,0,,Forest record; Revenue record; Satellite imagery; Community testimony; Government map,Claim area could not be verified,Not Appealed,,1.51,1.61,1.62,86.5,,,,,FRA-RJ-018,2,218729162CE8,773,206,375.3,,
FRA-0036863,Rajasthan,Jalore,FRA-RJ-018-Village-08,24.744145,75.330546,GEO-0036863,Individual,IFR,2025-05-03,Title Issued,2026-04-01,Approved,2025-08-06,2025-09-16,2026-02-15,2026-03-01,,Not Recommended,Not Recommended,0,,Legacy residence/cultivation record; Forest record; Gram Sabha testimony,,Not Applicable,,3.77,3.76,3.45,97.9,,,,,FRA-RJ-018,2,787819E43DB1,222,74,220.7,2026-04-07,Tribal Livelihood Support
FRA-0036864,Rajasthan,Jalore,FRA-RJ-018-Village-01,24.744489,75.658946,GEO-0036864,Individual,IFR,2025-01-04,SDLC,2026-07-15,Pending,2025-03-07,2025-06-25,,,Awaiting Gram Sabha verification,Not Recommended,Not Recommended,2,Additional evidence requested,Revenue record; Government map; Satellite imagery,,Not Applicable,,2.26,1.44,2.12,82.7,,,,,FRA-RJ-018,1,FE2A17767339,691,435,203.0,,
FRA-0036865,Rajasthan,Jalore,FRA-RJ-018-Village-02,24.648665,75.4622,GEO-0036865,Community,Community Forest Resource,2025-03-30,DLC Decision,2026-03-21,Rejected,2025-05-01,2025-07-21,2026-01-17,2026-02-16,,Recommended,Recommended,0,,Forest record; Gram Sabha testimony,Claim area could not be verified,Disposed - Rejection Upheld,2026-06-08,2071.69,2029.0,1971.3,81.1,,,No,2025-05-08,FRA-RJ-018,2,378C08C0F6D9,569,403,880.9,,
FRA-0036866,Rajasthan,Jalore,FRA-RJ-018-Village-08,24.724397,75.314487,GEO-0036866,Individual,IFR,2026-06-20,SDLC,2026-08-28,Pending,2026-07-24,2026-08-09,,,Awaiting SDLC meeting,Recommended,Recommended,3,Additional evidence requested,Community testimony; Legacy residence/cultivation record; Gram Sabha testimony,,Not Applicable,,1.18,1.22,1.14,90.7,,,,,FRA-RJ-018,1,6E8F18D32C19,222,74,220.7,,
FRA-0036867,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.421945,75.37763,GEO-0036867,Individual,IFR,2024-10-28,Title Issued,2025-07-10,Approved,2024-11-21,2025-01-02,2025-06-03,2025-06-08,,Needs Review,Recommended,0,,Community testimony; Forest record; Satellite imagery,,Allowed,2025-01-12,2.14,2.2,2.24,100.0,,,,,FRA-RJ-018,2,20A83BA3DE5D,773,206,375.3,2025-06-27,MGNREGA
FRA-0036868,Rajasthan,Jalore,FRA-RJ-018-Village-14,24.391904,75.71149,GEO-0036868,Individual,IFR,2022-07-27,SDLC,2026-06-24,Pending,2022-08-06,2022-12-06,,,Awaiting SDLC meeting,Needs Review,Recommended,0,,Government map; Legacy residence/cultivation record,,Not Applicable,,1.19,1.17,1.16,100.0,,,,,FRA-RJ-018,3,A90F2AC1439B,399,321,388.4,,
FRA-0036869,Rajasthan,Jalore,FRA-RJ-018-Village-05,24.427907,75.36076,GEO-0036869,Individual,IFR,2026-01-21,Field Verification,2026-08-31,Pending,2026-03-08,2026-05-12,,,Awaiting Gram Sabha verification,Recommended,Recommended,0,,Community testimony,,Not Applicable,,1.22,0.81,0.6,80.6,,,,,FRA-RJ-018,1,88862F806C1F,773,206,375.3,,
FRA-0036870,Rajasthan,Jalore,FRA-RJ-018-Village-10,24.741511,75.662505,GEO-0036870,Individual,IFR,2024-06-13,DLC Decision,2025-05-08,Rejected,2024-08-20,2024-12-11,2025-03-25,2025-04-14,,Recommended,Needs Review,0,,Gram Sabha testimony; Revenue record; Satellite imagery; Physical boundary markers,Procedural deficiency,Appeal Filed,2025-08-06,1.17,1.17,1.18,88.3,,,,,FRA-RJ-018,2,EEDC0EFD5846,674,484,289.7,,
FRA-0036871,Rajasthan,Jalore,FRA-RJ-018-Village-17,24.912975,75.362725,GEO-0036871,Individual,IFR,2024-08-18,Title Issued,2025-04-12,Approved,2024-09-25,2024-12-14,2025-02-23,2025-03-04,,Recommended,Recommended,0,,Forest record; Government map,,Not Applicable,,1.32,1.21,1.35,87.4,,,,,FRA-RJ-018,4,8B102E29CE83,216,75,374.2,2025-05-26,NRLM; PDS convergence
FRA-0036872,Rajasthan,Jalore,FRA-RJ-018-Village-11,24.681325,75.379234,GEO-0036872,Community,Habitat Rights,2024-09-18,Title Issued,2025-05-26,Approved,2024-10-04,2025-01-14,2025-04-21,2025-04-29,,Needs Review,Not Recommended,0,,Government map; Forest record; Community testimony,,Not Applicable,,217.24,211.61,218.26,72.1,,,,,FRA-RJ-018,1,D8BDDCA9D37F,109,91,1071.9,2025-07-31,MGNREGA
FRA-0036873,Rajasthan,Jalore,FRA-RJ-018-Village-17,24.91054,75.362623,GEO-0036873,Individual,IFR,2024-07-27,Title Issued,2025-04-20,Approved,2024-08-14,2024-11-16,2025-03-14,2025-03-17,,Recommended,Recommended,0,,Revenue record; Physical boundary markers; Gram Sabha testimony; Forest record,,Not Applicable,,1.62,1.68,1.64,87.5,,,,,FRA-RJ-018,3,7D5265967EAE,216,75,374.2,2025-05-12,
FRA-0036874,Rajasthan,Jalore,FRA-RJ-018-Village-16,24.632899,75.730674,GEO-0036874,Individual,IFR,2026-03-14,Title Issued,2026-09-04,Approved,2026-04-04,2026-08-08,2026-08-29,2026-08-30,,Recommended,Recommended,0,,Community testimony; Satellite imagery; Legacy residence/cultivation record,,Not Applicable,,1.24,1.18,1.32,95.8,,,,,FRA-RJ-018,2,7C1A68C37ABE,136,47,389.7,2026-09-04,PDS convergence; Tribal Livelihood Support
FRA-0036875,Rajasthan,Jalore,FRA-RJ-018-Village-07,24.546237,75.746394,GEO-0036875,Individual,IFR,2025-03-02,SDLC,2026-08-07,Pending,2025-03-30,2025-08-24,,,Additional evidence requested,Recommended,Needs Review,0,,Gram Sabha testimony,,Not Applicable,,2.04,3.45,2.19,99.3,,,,,FRA-RJ-018,4,46CB3C04B156,868,322,484.7,,
FRA-0036876,Rajasthan,Jalore,FRA-RJ-018-Village-10,24.75257,75.643276,GEO-0036876,Individual,IFR,2022-06-27,SDLC,2026-07-18,Pending,2022-08-17,2022-09-03,,,Boundary verification pending,Recommended,Recommended,0,,Government map; Revenue record; Physical boundary markers,,Not Applicable,,1.62,1.79,1.76,92.7,,,,,FRA-RJ-018,3,02CCEAD0CDD0,674,484,289.7,,
FRA-0036877,Rajasthan,Jalore,FRA-RJ-018-Village-09,24.77772,75.764825,GEO-0036877,Individual,IFR,2026-07-09,Field Verification,2026-08-21,Pending,2026-07-18,,,,Field verification pending,Recommended,Pending,0,,Satellite imagery,,Not Applicable,,1.92,1.75,2.09,93.4,,,,,FRA-RJ-018,3,69DFBF43F2A6,930,673,779.0,,
FRA-0036878,Rajasthan,Jalore,FRA-RJ-018-Village-07,24.535463,75.727406,GEO-0036878,Individual,IFR,2024-05-30,Title Issued,2025-03-01,Approved,2024-06-07,2024-10-14,2025-01-07,2025-01-23,,Recommended,Recommended,0,,Satellite imagery; Revenue record; Legacy residence/cultivation record; Forest record,,Not Applicable,,1.44,1.56,1.58,19.9,,,,,FRA-RJ-018,4,8664C90A6DE5,868,322,484.7,2025-02-28,MGNREGA; PMAY-G
FRA-0036879,Rajasthan,Jalore,FRA-RJ-018-Village-04,24.47679,75.287147,GEO-0036879,Individual,IFR,2022-03-17,Field Verification,2026-08-18,Pending,2022-04-19,2022-05-31,,,Boundary verification pending,Recommended,Recommended,1,Boundary re-verification,Physical boundary markers; Community testimony,,Not Applicable,,1.66,1.75,1.8,92.9,,,,,FRA-RJ-018,1,E76B94D69CB0,727,537,625.7,,
FRA-0036880,Rajasthan,Jalore,FRA-RJ-018-Village-10,24.738312,75.645692,GEO-0036880,Individual,IFR,2021-05-05,Title Issued,2021-12-20,Approved,2021-06-05,2021-10-07,2021-10-30,2021-11-09,,Needs Review,Not Recommended,0,,Legacy residence/cultivation record; Physical boundary markers; Gram Sabha testimony; Government map,,Not Applicable,,0.68,0.61,0.62,98.2,,,,,FRA-RJ-018,4,CB5A431E49FC,674,484,289.7,,MGNREGA; NRLM
FRA-0036881,Rajasthan,Jalore,FRA-RJ-018-Village-01,24.741763,75.638182,GEO-0036881,Individual,IFR,2023-03-27,Title Issued,2024-02-08,Approved,2023-04-13,2023-09-08,2023-12-05,2024-01-03,,Needs Review,Needs Review,0,,Gram Sabha testimony; Forest record; Physical boundary markers,,Not Applicable,,1.21,1.28,1.3,93.4,,,,,FRA-RJ-018,3,2B131817970E,691,435,203.0,2024-03-07,NRLM; PMAY-G
FRA-0036882,Rajasthan,Jalore,FRA-RJ-018-Village-12,24.686837,75.488572,GEO-0036882,Individual,IFR,2022-03-18,Title Issued,2022-11-23,Approved,2022-06-07,2022-08-21,2022-10-27,2022-11-18,,Recommended,Recommended,0,,Physical boundary markers; Government map; Legacy residence/cultivation record; Gram Sabha testimony; Forest record,,Not Applicable,,3.09,3.12,3.08,94.7,,,,,FRA-RJ-018,1,793452C497C1,745,356,234.7,2023-03-09,PDS convergence
FRA-0036883,Rajasthan,Jalore,FRA-RJ-018-Village-10,24.766889,75.66412,GEO-0036883,Community,Community Rights,2025-10-08,DLC Decision,2026-08-11,Rejected,2025-12-27,2026-03-06,2026-06-10,2026-07-03,,Recommended,Recommended,0,,Physical boundary markers; Forest record,Eligibility period not established,Disposed - Rejection Upheld,2026-09-04,52.9,51.67,48.18,65.7,National Park,6.6,,,FRA-RJ-018,0,DF837EF08978,674,484,289.7,,
FRA-0036884,Rajasthan,Jalore,FRA-RJ-018-Village-12,24.701455,75.493531,GEO-0036884,Individual,IFR,2025-08-21,DLC Decision,2026-06-15,Rejected,2025-09-18,2025-12-23,2026-05-07,2026-05-25,,Recommended,Recommended,2,Land-record reconciliation,Government map; Physical boundary markers; Revenue record,Record inconsistency,Disposed - Rejection Upheld,2026-06-02,1.51,0.77,1.54,85.6,,,,,FRA-RJ-018,2,793452C497C1,745,356,234.7,,
FRA-0036885,Rajasthan,Jalore,FRA-RJ-018-Village-12,24.697457,75.496699,GEO-0036885,Community,Community Forest Resource,2024-01-04,DLC,2026-05-15,Pending,2024-01-19,2024-03-09,,,Additional evidence requested,Recommended,Recommended,1,Additional evidence requested,Gram Sabha testimony; Government map; Satellite imagery; Community testimony; Legacy residence/cultivation record,,Not Applicable,,146.5,160.92,154.57,85.1,,,No,2024-02-01,FRA-RJ-018,3,92520984943E,745,356,234.7,,
FRA-0036886,Rajasthan,Jalore,FRA-RJ-018-Village-02,24.633895,75.47457,GEO-0036886,Individual,IFR,2024-09-01,Title Issued,2025-11-26,Approved,2024-12-02,2025-04-19,2025-09-21,2025-10-14,,Recommended,Recommended,0,,Government map; Revenue record; Gram Sabha testimony; Community testimony,,Not Applicable,,2.66,2.64,2.68,81.8,,,,,FRA-RJ-018,2,09D1B63EFE3A,569,403,880.9,2025-11-20,
FRA-0036887,Rajasthan,Jalore,FRA-RJ-018-Village-07,24.548874,75.736345,GEO-0036887,Community,Community Rights,2024-01-22,Title Issued,2025-02-05,Approved,2024-03-18,2024-08-14,2025-01-01,2025-01-14,,Recommended,Recommended,0,,Satellite imagery; Government map; Forest record,,Not Applicable,,63.89,41.12,64.82,14.8,Tiger Reserve,48.6,,,FRA-RJ-018,2,D52F99362011,868,322,484.7,,
FRA-0036888,Rajasthan,Jalore,FRA-RJ-018-Village-08,24.732259,75.302753,GEO-0036888,Individual,IFR,2025-09-16,Title Issued,2026-06-03,Approved,2025-11-03,2026-01-06,2026-04-13,2026-05-12,,Recommended,Not Recommended,0,,Community testimony; Gram Sabha testimony,,Not Applicable,,1.38,1.23,1.36,97.9,,,,,FRA-RJ-018,3,5337A997D7D8,222,74,220.7,,Tribal Livelihood Support
FRA-0036889,Rajasthan,Jalore,FRA-RJ-018-Village-06,24.926201,75.395671,GEO-0036889,Individual,IFR,2021-12-12,DLC Decision,2022-05-23,Rejected,2022-02-14,2022-03-11,2022-04-12,2022-05-03,,Recommended,Recommended,2,Gram Sabha reconsideration,Community testimony; Forest record; Satellite imagery,Boundary discrepancy,Appeal Filed,2022-07-18,1.6,1.56,1.61,89.8,,,,,FRA-RJ-018,3,C99C2F4F1DE4,564,302,758.2,,
FRA-0036890,Rajasthan,Jalore,FRA-RJ-018-Village-13,24.777579,75.7234,GEO-0036890,Individual,IFR,2026-06-13,Title Issued,2026-09-04,Approved,2026-07-04,2026-07-20,2026-08-20,2026-08-31,,Recommended,Recommended,1,Land-record reconciliation,Physical boundary markers; Government map; Community testimony,,Not Applicable,,0.57,0.6,0.53,87.5,,,,,FRA-RJ-018,3,944267429EFB,600,491,318.6,2026-09-04,PDS convergence; PMAY-G
FRA-0036891,Rajasthan,Jalore,FRA-RJ-018-Village-08,24.711408,75.319125,GEO-0036891,Community,Community Rights,2022-04-10,SDLC,2026-07-28,Pending,2022-04-24,2022-07-09,,,Additional evidence requested,Needs Review,Recommended,0,,Community testimony; Government map; Physical boundary markers; Satellite imagery,,Not Applicable,,46.49,46.0,42.31,81.6,National Park,8.3,,,FRA-RJ-018,1,DCC3FEF359F7,222,74,220.7,,
